id,type,attributes.bearing,attributes.carriages,attributes.current_status,attributes.current_stop_sequence,attributes.direction_id,attributes.label,attributes.latitude,attributes.longitude,attributes.occupancy_status,attributes.revenue,attributes.speed,attributes.updated_at,links.self,relationships.route.data.id,relationships.route.data.type,relationships.stop.data,relationships.trip.data.id,relationships.trip.data.type,relationships.stop.data.id,relationships.stop.data.type
y2012,vehicle,0.0,[],IN_TRANSIT_TO,,,2012,42.38403,-71.07611,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:48-04:00,/vehicles/y2012,Shuttle-Generic-Red,route,,BL-110028140,trip,,
y1723,vehicle,213.0,[],IN_TRANSIT_TO,15.0,1.0,1723,42.356011,-71.062625,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1723,43,route,,71466959,trip,10000,stop
y2094,vehicle,,[],STOPPED_AT,1.0,1.0,2094,42.415638,-71.032942,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:58-04:00,/vehicles/y2094,111,route,,71994074,trip,5547,stop
ynk336,vehicle,237.0,[],IN_TRANSIT_TO,,,336,42.351816,-71.074208,,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/ynk336,Shuttle-Generic,route,,BL-118935266,trip,,
y2024,vehicle,212.0,[],IN_TRANSIT_TO,20.0,1.0,2024,42.3966,-71.04121,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y2024,112,route,,71993567,trip,5045,stop
G-10073,vehicle,225.0,"[{'label': '3827', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3692', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,440.0,0.0,3827-3692,42.33625,-71.14902,,REVENUE,,2025-10-28T12:42:03-04:00,/vehicles/G-10073,Green-C,route,,ADDED-1583224051,trip,70237,stop
R-5486369E,vehicle,85.0,"[{'label': '1725', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1724', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1630', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1631', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1746', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1747', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,80.0,1.0,1725,42.30028,-71.05982,,REVENUE,,2025-10-28T12:44:13-04:00,/vehicles/R-5486369E,Red,route,,70954035,trip,70088,stop
y0804,vehicle,354.0,[],IN_TRANSIT_TO,65.0,1.0,0804,42.245497,-71.000186,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:14-04:00,/vehicles/y0804,230,route,,71987620,trip,3422,stop
ynk255,vehicle,,[],IN_TRANSIT_TO,,,255,42.336655,-71.253363,,REVENUE,,2025-10-28T12:42:40-04:00,/vehicles/ynk255,Shuttle-Generic,route,,BL-80039384,trip,,
y2107,vehicle,125.0,[],IN_TRANSIT_TO,17.0,1.0,2107,42.402876,-71.158694,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y2107,67,route,,71694771,trip,2478,stop
ynk345,vehicle,239.0,[],IN_TRANSIT_TO,,,345,41.902115,-71.100896,,REVENUE,,2025-10-28T12:45:13-04:00,/vehicles/ynk345,Shuttle-Generic,route,,BL-75565530,trip,,
y2028,vehicle,99.0,[],IN_TRANSIT_TO,18.0,0.0,2028,42.405311,-71.030168,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y2028,111,route,,71993897,trip,5628,stop
y3317,vehicle,,[],STOPPED_AT,15.0,1.0,3317,42.374963,-71.038521,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:42-04:00,/vehicles/y3317,120,route,,71826140,trip,5854,stop
y2102,vehicle,,[],STOPPED_AT,6.0,1.0,2102,42.421759,-71.059056,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y2102,104,route,,71994966,trip,5347,stop
O-548636C3,vehicle,355.0,"[{'label': '1506', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 17}, {'label': '1507', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 18}, {'label': '1500', 'occupancy_status': 'STANDING_ROOM_ONLY', 'occupancy_percentage': 18}, {'label': '1501', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 11}, {'label': '1503', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 13}, {'label': '1502', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 16}]",INCOMING_AT,160.0,1.0,1506,42.38752,-71.07693,,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/O-548636C3,Orange,route,,70525460,trip,70279,stop
y1798,vehicle,194.0,[],STOPPED_AT,1.0,0.0,1798,42.337273,-71.087924,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1798,747,route,,71375248,trip,17863,stop
y1960,vehicle,,[],STOPPED_AT,5.0,0.0,1960,42.389871,-71.033538,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1960,104,route,,71994954,trip,5678,stop
y0892,vehicle,0.0,[],STOPPED_AT,1.0,1.0,0892,42.4236991,-70.9844362,,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y0892,411,route,,71997477,trip,4761,stop
y3342,vehicle,,[],IN_TRANSIT_TO,6.0,0.0,3342,42.405132,-71.004769,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y3342,119,route,,71825683,trip,5824,stop
y0784,vehicle,57.0,[],IN_TRANSIT_TO,52.0,0.0,0784,42.271873,-70.951068,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y0784,216,route,,71987651,trip,3265,stop
y3227,vehicle,0.0,[],STOPPED_AT,1.0,0.0,3227,42.34104,-71.06403,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y3227,66,route,,71372957,trip,64000,stop
1702,vehicle,259.0,[],IN_TRANSIT_TO,50.0,1.0,1702,42.5597038269043,-70.82330322265625,,REVENUE,13.9,2025-10-28T12:44:33-04:00,/vehicles/1702,CR-Newburyport,route,,Base-774598-40,trip,GB-0198-02,stop
y1434,vehicle,135.0,[],STOPPED_AT,1.0,0.0,1434,42.40254,-71.07594,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:23-04:00,/vehicles/y1434,108,route,,71997697,trip,52715,stop
y3151,vehicle,109.0,[],IN_TRANSIT_TO,37.0,1.0,3151,42.361713,-71.147287,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y3151,70,route,,71696221,trip,1043,stop
dLF 958,vehicle,48.0,[],IN_TRANSIT_TO,4.0,0.0,LF 958,42.257653,-70.848681,,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/dLF%20958,714,route,,71954227,trip,111828,stop
G-10010,vehicle,215.0,"[{'label': '3646', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3801', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,40.0,0.0,3646-3801,42.35989,-71.05897,,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/G-10010,Green-B,route,,ADDED-1583224128,trip,70202,stop
R-54862528,vehicle,175.0,"[{'label': '1867', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1866', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1862', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1863', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1854', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1855', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,110.0,0.0,1867,42.34157,-71.05711,,REVENUE,,2025-10-28T12:44:54-04:00,/vehicles/R-54862528,Red,route,,70954140,trip,70083,stop
y1441,vehicle,192.0,[],STOPPED_AT,1.0,0.0,1441,42.412985,-71.08487,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1441,97,route,,71996874,trip,52710,stop
y1340,vehicle,,[],STOPPED_AT,1.0,0.0,1340,42.352482,-71.055401,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:42:03-04:00,/vehicles/y1340,741,route,,72040293,trip,74611,stop
y1448,vehicle,173.0,[],STOPPED_AT,59.0,1.0,1448,42.407432,-71.093477,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1448,134,route,,71996538,trip,49157,stop
G-10086,vehicle,30.0,"[{'label': '3821', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3617', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,600.0,1.0,3821-3617,42.35551,-71.06316,,REVENUE,,2025-10-28T12:44:53-04:00,/vehicles/G-10086,Green-B,route,,ADDED-1583223932,trip,70200,stop
y3108,vehicle,90.0,[],STOPPED_AT,1.0,1.0,3108,42.52468,-70.89661,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y3108,450,route,,71826250,trip,37150,stop
G-10062,vehicle,45.0,"[{'label': '3680', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3864', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,220.0,1.0,3680-3864,42.33865,-71.13785,,REVENUE,5.9,2025-10-28T12:45:05-04:00,/vehicles/G-10062,Green-C,route,,ADDED-1583224126,trip,70230,stop
y3103,vehicle,246.0,[],IN_TRANSIT_TO,19.0,0.0,3103,42.386886,-71.006349,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y3103,120,route,,71826047,trip,5882,stop
y3236,vehicle,174.0,[],IN_TRANSIT_TO,16.0,0.0,3236,42.30839,-71.083104,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y3236,23,route,,71468085,trip,471,stop
y1830,vehicle,193.0,[],IN_TRANSIT_TO,17.0,0.0,1830,42.29918,-71.086685,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1830,22,route,,71466611,trip,417,stop
1852,vehicle,125.0,[],IN_TRANSIT_TO,70.0,0.0,1852,42.22037124633789,-70.79014587402344,,REVENUE,5.8,2025-10-28T12:44:35-04:00,/vehicles/1852,CR-Greenbush,route,,Base-774204-1065,trip,GRB-0233-S,stop
1832,vehicle,104.0,[],IN_TRANSIT_TO,110.0,1.0,1832,42.34648895263672,-71.06298828125,,REVENUE,8.9,2025-10-28T12:44:23-04:00,/vehicles/1832,CR-Needham,route,,Base-772705-638,trip,NEC-2287,stop
y3204,vehicle,,[],STOPPED_AT,1.0,1.0,3204,42.374056,-71.118993,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:01-04:00,/vehicles/y3204,66,route,,71373222,trip,22549,stop
y2112,vehicle,253.0,[],IN_TRANSIT_TO,50.0,0.0,2112,42.526076,-71.082409,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y2112,137,route,,71994446,trip,9293,stop
y1908,vehicle,225.0,[],STOPPED_AT,1.0,0.0,1908,42.33667,-71.08864,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:41-04:00,/vehicles/y1908,44,route,,71466620,trip,17863,stop
y3218,vehicle,135.0,[],STOPPED_AT,1.0,0.0,3218,42.34069,-71.06412,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y3218,22,route,,71375399,trip,17862,stop
G-10015,vehicle,331.0,"[{'label': '3660', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3875', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,4.0,1.0,3660-3875,42.40839,-71.1173,,REVENUE,,2025-10-28T12:44:43-04:00,/vehicles/G-10015,Green-E,route,,ADDED-1583224138,trip,70512,stop
y3113,vehicle,237.0,[],IN_TRANSIT_TO,46.0,1.0,3113,42.461701,-70.945258,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y3113,455,route,,71826282,trip,16653,stop
y1977,vehicle,45.0,[],STOPPED_AT,1.0,0.0,1977,42.39631,-71.14107,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/y1977,350,route,,71694277,trip,14120,stop
y3231,vehicle,196.0,[],IN_TRANSIT_TO,6.0,0.0,3231,42.323323,-71.09952,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y3231,22,route,,71466624,trip,11531,stop
1813,vehicle,266.0,[],IN_TRANSIT_TO,130.0,0.0,1813,42.27466583251953,-71.4347915649414,,REVENUE,17.4,2025-10-28T12:44:15-04:00,/vehicles/1813,CR-Worcester,route,,Base-772666-537,trip,WML-0252-01,stop
y1300,vehicle,195.0,[],STOPPED_AT,4.0,1.0,1300,42.388197,-71.024034,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1300,743,route,,72041100,trip,74636,stop
y1284,vehicle,39.0,[],STOPPED_AT,2.0,1.0,1284,42.333721,-71.080383,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1284,749,route,,72040163,trip,3,stop
y0757,vehicle,,[],IN_TRANSIT_TO,3.0,0.0,0757,42.246849,-71.000888,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y0757,225,route,,71987875,trip,3784,stop
y1867,vehicle,241.0,[],IN_TRANSIT_TO,21.0,0.0,1867,42.337399,-71.103077,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:02-04:00,/vehicles/y1867,47,route,,71467629,trip,11803,stop
y1608,vehicle,315.0,[],STOPPED_AT,1.0,0.0,1608,42.30277,-71.11035,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:43-04:00,/vehicles/y1608,36,route,,72093771,trip,10642,stop
G-10120,vehicle,135.0,"[{'label': '3911', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3922', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,160.0,1.0,3911-3922,42.34997,-71.10659,,REVENUE,6.5,2025-10-28T12:45:10-04:00,/vehicles/G-10120,Green-B,route,,ADDED-1583224007,trip,70146,stop
y1459,vehicle,282.0,[],IN_TRANSIT_TO,21.0,1.0,1459,42.404267,-71.073707,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1459,97,route,,71996881,trip,6569,stop
y1447,vehicle,358.0,[],IN_TRANSIT_TO,32.0,0.0,1447,42.441571,-71.04909,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1447,106,route,,71997756,trip,5472,stop
y1815,vehicle,232.0,[],IN_TRANSIT_TO,17.0,0.0,1815,42.305204,-71.068378,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:53-04:00,/vehicles/y1815,17,route,,71465274,trip,1514,stop
y1310,vehicle,322.0,[],IN_TRANSIT_TO,7.0,0.0,1310,42.392741,-71.026587,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1310,743,route,,72041103,trip,74635,stop
G-10016,vehicle,120.0,"[{'label': '3647', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3865', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,1.0,0.0,3647-3865,42.37695,-71.09396,,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/G-10016,Green-D,route,,ADDED-1583224115,trip,Union Square-02,stop
B-548636B7,vehicle,20.0,"[{'label': '0768', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0769', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0759', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0758', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0706', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0707', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,1.0,0.0,0707,42.41577,-70.99044,,REVENUE,,2025-10-28T12:43:19-04:00,/vehicles/B-548636B7,Blue,route,,72120545,trip,70059,stop
y3219,vehicle,174.0,[],IN_TRANSIT_TO,14.0,0.0,3219,42.349015,-71.206676,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y3219,59,route,,71374026,trip,8192,stop
y1900,vehicle,,[],STOPPED_AT,17.0,1.0,1900,42.329737,-71.056767,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:59-04:00,/vehicles/y1900,10,route,,71466964,trip,52,stop
G-10002,vehicle,270.0,"[{'label': '3702', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3843', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,650.0,0.0,3702-3843,42.33328,-71.10777,,REVENUE,5.4,2025-10-28T12:45:09-04:00,/vehicles/G-10002,Green-E,route,,ADDED-1583223936,trip,70253,stop
y1883,vehicle,,[],IN_TRANSIT_TO,10.0,1.0,1883,42.293723,-71.083841,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1883,22,route,,71465396,trip,378,stop
y2041,vehicle,135.0,[],STOPPED_AT,1.0,0.0,2041,42.39617,-71.14084,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:39-04:00,/vehicles/y2041,62,route,,71695972,trip,14122,stop
y1622,vehicle,126.0,[],STOPPED_AT,11.0,0.0,1622,42.281706,-71.087407,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y1622,21,route,,72094111,trip,528,stop
y1715,vehicle,161.0,[],IN_TRANSIT_TO,5.0,0.0,1715,42.2927,-71.096254,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1715,31,route,,72094203,trip,523,stop
y2087,vehicle,90.0,[],STOPPED_AT,1.0,0.0,2087,42.37346,-71.11922,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/y2087,73,route,,71695334,trip,76124,stop
y1863,vehicle,315.0,[],STOPPED_AT,1.0,1.0,1863,42.37313,-71.11752,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:41-04:00,/vehicles/y1863,1,route,,71468301,trip,110,stop
O-548634BB,vehicle,30.0,"[{'label': '1518', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4}, {'label': '1519', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4}, {'label': '1511', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 6}, {'label': '1510', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5}, {'label': '1435', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 2}, {'label': '1434', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 10}]",STOPPED_AT,1.0,1.0,1518,42.30119,-71.11376,,REVENUE,,2025-10-28T12:44:48-04:00,/vehicles/O-548634BB,Orange,route,,70525404,trip,Forest Hills-01,stop
y1606,vehicle,38.0,[],IN_TRANSIT_TO,4.0,1.0,1606,42.249786,-71.122617,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:13-04:00,/vehicles/y1606,24,route,,72093277,trip,6417,stop
y0764,vehicle,,[],IN_TRANSIT_TO,19.0,1.0,0764,42.285889,-71.042083,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y0764,210,route,,71987737,trip,8803,stop
G-10022,vehicle,50.0,"[{'label': '3920', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3923', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,20.0,0.0,3920-3923,42.36599,-71.06321,,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/G-10022,Green-D,route,,ADDED-1583224070,trip,70206,stop
y1642,vehicle,221.0,[],STOPPED_AT,13.0,0.0,1642,42.278242,-71.137071,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1642,34,route,,72094491,trip,606,stop
y1972,vehicle,67.0,[],STOPPED_AT,11.0,1.0,1972,42.376941,-71.162699,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1972,73,route,,71695146,trip,2112,stop
y2031,vehicle,14.0,[],STOPPED_AT,1.0,0.0,2031,42.384325,-71.073986,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y2031,87,route,,71694471,trip,70500,stop
ynk257,vehicle,1.0,[],IN_TRANSIT_TO,,,257,42.335216,-71.19335,,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/ynk257,Shuttle-Generic,route,,BL-47474943,trip,,
G-10029,vehicle,90.0,"[{'label': '3671', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3838', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,550.0,1.0,3671-3838,42.34881,-71.09509,,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/G-10029,Green-C,route,,ADDED-1583224044,trip,70150,stop
y0758,vehicle,,[],IN_TRANSIT_TO,1.0,0.0,0758,42.252688,-71.005461,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:41:58-04:00,/vehicles/y0758,220,route,,71988212,trip,32004,stop
y0815,vehicle,357.0,[],IN_TRANSIT_TO,45.0,1.0,0815,42.214257,-71.069658,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y0815,240,route,,71988098,trip,4303,stop
y1420,vehicle,346.0,[],IN_TRANSIT_TO,5.0,0.0,1420,42.430144,-71.067438,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1420,137,route,,71997618,trip,9216,stop
R-548626FE,vehicle,315.0,"[{'label': '1826', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1827', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1849', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1848', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1838', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1839', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,110.0,1.0,1826,42.3233,-71.05298,,REVENUE,,2025-10-28T12:44:54-04:00,/vehicles/R-548626FE,Red,route,,70953824,trip,70084,stop
y1866,vehicle,280.0,[],IN_TRANSIT_TO,6.0,0.0,1866,42.351321,-71.116041,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1866,57,route,,71375003,trip,956,stop
y1729,vehicle,0.0,[],STOPPED_AT,6.0,1.0,1729,42.29352,-71.07181,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:52-04:00,/vehicles/y1729,23,route,,71465392,trip,458,stop
y1829,vehicle,94.0,[],STOPPED_AT,17.0,0.0,1829,42.305379,-71.080456,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1829,19,route,,71467491,trip,468,stop
y3329,vehicle,,[],IN_TRANSIT_TO,10.0,0.0,3329,42.477568,-70.9568,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/y3329,435,route,,71826390,trip,7296,stop
y3348,vehicle,340.0,[],IN_TRANSIT_TO,19.0,1.0,3348,42.454789,-71.020109,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y3348,429,route,,71825974,trip,7521,stop
y3285,vehicle,145.0,[],STOPPED_AT,31.0,1.0,3285,42.349922,-71.106544,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y3285,57,route,,71374923,trip,938,stop
R-54862026,vehicle,160.0,"[{'label': '1902', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 5}, {'label': '1903', 'occupancy_status': 'STANDING_ROOM_ONLY', 'occupancy_percentage': 16}, {'label': '1920', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4}, {'label': '1921', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 11}, {'label': '1913', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 7}, {'label': '1912', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 6}]",INCOMING_AT,120.0,0.0,1912,42.32705,-71.05787,,REVENUE,,2025-10-28T12:44:46-04:00,/vehicles/R-54862026,Red,route,,70953865,trip,70095,stop
y1941,vehicle,250.0,[],IN_TRANSIT_TO,22.0,0.0,1941,42.365171,-71.18503,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/y1941,71,route,,71695432,trip,8178,stop
y3212,vehicle,135.0,[],STOPPED_AT,23.0,1.0,3212,42.33338,-71.11879,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:54-04:00,/vehicles/y3212,66,route,,71373216,trip,1313,stop
G-10038,vehicle,305.0,"[{'label': '3678', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3855', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,640.0,1.0,3678-3855,42.36691,-71.06811,,REVENUE,,2025-10-28T12:45:01-04:00,/vehicles/G-10038,Green-D,route,,ADDED-1583224116,trip,70207,stop
y2049,vehicle,315.0,[],STOPPED_AT,1.0,0.0,2049,42.36169,-71.10034,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:52-04:00,/vehicles/y2049,70,route,,71696255,trip,730,stop
