id,type,attributes.bearing,attributes.carriages,attributes.current_status,attributes.current_stop_sequence,attributes.direction_id,attributes.label,attributes.latitude,attributes.longitude,attributes.occupancy_status,attributes.revenue,attributes.speed,attributes.updated_at,links.self,relationships.route.data.id,relationships.route.data.type,relationships.stop.data,relationships.trip.data.id,relationships.trip.data.type,relationships.stop.data.id,relationships.stop.data.type
y1644,vehicle,245.0,[],STOPPED_AT,6.0,1.0,1644,42.288382,-71.076077,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:02-04:00,/vehicles/y1644,26,route,,72093446,trip,432,stop
ynk321,vehicle,,[],IN_TRANSIT_TO,,,321,42.330227,-71.193315,,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/ynk321,Shuttle-Generic,route,,BL-5419970,trip,,
y2023,vehicle,66.0,[],STOPPED_AT,45.0,1.0,2023,42.362094,-71.114154,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y2023,70,route,,71696130,trip,1055,stop
ynk229,vehicle,118.0,[],IN_TRANSIT_TO,,,229,42.335211,-71.253421,,REVENUE,,2025-10-28T12:44:58-04:00,/vehicles/ynk229,Shuttle-Generic,route,,BL-117894238,trip,,
R-548636BD,vehicle,330.0,"[{'label': '1811', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1810', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1804', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1805', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1808', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1809', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,50.0,1.0,1809,42.28201,-71.06209,,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/R-548636BD,Red,route,,70954036,trip,70094,stop
G-10132,vehicle,315.0,"[{'label': '3696', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3825', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,210.0,0.0,3696-3825,42.35213,-71.12407,,REVENUE,6.5,2025-10-28T12:44:39-04:00,/vehicles/G-10132,Green-B,route,,ADDED-1583224021,trip,70135,stop
y1261,vehicle,182.0,[],STOPPED_AT,31.0,0.0,1261,42.272063,-71.09374,,REVENUE,,2025-10-28T12:45:14-04:00,/vehicles/y1261,28,route,,72040729,trip,1718,stop
ynk226,vehicle,,[],IN_TRANSIT_TO,,,226,42.337056,-71.252639,,REVENUE,,2025-10-28T12:44:40-04:00,/vehicles/ynk226,Shuttle-Generic,route,,BL-106425297,trip,,
y3144,vehicle,214.0,[],STOPPED_AT,19.0,1.0,3144,42.406148,-71.056249,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y3144,109,route,,71994436,trip,5496,stop
y1859,vehicle,219.0,[],STOPPED_AT,11.0,0.0,1859,42.332421,-71.114437,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1859,65,route,,71467467,trip,1525,stop
ynk209,vehicle,,[],IN_TRANSIT_TO,,,209,42.339037,-71.044466,,REVENUE,,2025-10-28T12:42:26-04:00,/vehicles/ynk209,Shuttle-Generic,route,,BL-89615949,trip,,
y1782,vehicle,21.0,[],STOPPED_AT,5.0,0.0,1782,42.344334,-71.102395,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:12-04:00,/vehicles/y1782,8,route,,71467375,trip,1520,stop
y1313,vehicle,291.0,[],IN_TRANSIT_TO,5.0,1.0,1313,42.343952,-71.036889,,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y1313,742,route,,72039821,trip,31257,stop
y3205,vehicle,253.0,[],STOPPED_AT,1.0,1.0,3205,42.35675,-71.184146,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y3205,553,route,,71374037,trip,7600,stop
y1714,vehicle,,[],STOPPED_AT,38.0,1.0,1714,42.327756,-71.095608,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:59-04:00,/vehicles/y1714,14,route,,72094390,trip,1151,stop
ynk322,vehicle,,[],IN_TRANSIT_TO,,,322,42.343145,-71.10276,,REVENUE,,2025-10-28T12:44:48-04:00,/vehicles/ynk322,Shuttle-Generic,route,,BL-35772253,trip,,
y1655,vehicle,276.0,[],STOPPED_AT,1.0,1.0,1655,42.33498,-71.149124,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1655,51,route,,72093691,trip,21918,stop
y2048,vehicle,135.0,[],IN_TRANSIT_TO,28.0,1.0,2048,42.399951,-71.103521,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y2048,101,route,,71995318,trip,5300,stop
y2069,vehicle,,[],STOPPED_AT,11.0,1.0,2069,42.353757,-71.138526,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/y2069,64,route,,71694344,trip,1110,stop
y1809,vehicle,285.0,[],IN_TRANSIT_TO,17.0,1.0,1809,42.332059,-71.070127,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1809,8,route,,71467361,trip,10014,stop
y1255,vehicle,45.0,[],STOPPED_AT,1.0,0.0,1255,42.33674,-71.08979,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/y1255,28,route,,72040842,trip,17862,stop
y1704,vehicle,,[],STOPPED_AT,1.0,1.0,1704,42.300846,-71.113368,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y1704,14,route,,72094397,trip,797,stop
y2043,vehicle,267.0,[],STOPPED_AT,1.0,1.0,2043,42.418372,-71.109796,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:59-04:00,/vehicles/y2043,80,route,,71694245,trip,2362,stop
y1803,vehicle,45.0,[],STOPPED_AT,1.0,0.0,1803,42.347767,-71.097936,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:03-04:00,/vehicles/y1803,65,route,,71466342,trip,899,stop
y2073,vehicle,281.0,[],IN_TRANSIT_TO,42.0,0.0,2073,42.448337,-71.269796,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/y2073,76,route,,71695971,trip,86178,stop
y3149,vehicle,,[],STOPPED_AT,1.0,1.0,3149,42.424929,-71.185244,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y3149,77,route,,71695077,trip,7922,stop
y1966,vehicle,283.0,[],IN_TRANSIT_TO,4.0,0.0,1966,42.37785,-71.130236,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:12-04:00,/vehicles/y1966,71,route,,71695181,trip,2023,stop
ynk228,vehicle,,[],IN_TRANSIT_TO,,,228,42.336766,-71.253278,,REVENUE,,2025-10-28T12:43:45-04:00,/vehicles/ynk228,Shuttle-Generic,route,,BL-127989499,trip,,
y1813,vehicle,135.0,[],STOPPED_AT,1.0,1.0,1813,42.33835,-71.03102,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:47-04:00,/vehicles/y1813,11,route,,71465711,trip,33,stop
R-54863272,vehicle,10.0,"[{'label': '1860', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1861', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1864', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1865', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1877', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1876', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,1.0,1.0,1876,42.20749,-71.00173,,REVENUE,,2025-10-28T12:34:28-04:00,/vehicles/R-54863272,Red,route,,ADDED-1583224104,trip,Braintree-02,stop
y3306,vehicle,,[],STOPPED_AT,49.0,1.0,3306,42.465308,-70.943268,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:02-04:00,/vehicles/y3306,436,route,,71826354,trip,7237,stop
y2045,vehicle,163.0,[],IN_TRANSIT_TO,31.0,1.0,2045,42.449218,-71.230156,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y2045,62,route,,71696018,trip,8636,stop
y2114,vehicle,,[],STOPPED_AT,1.0,0.0,2114,42.392287,-71.083042,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/y2114,106,route,,71994589,trip,52712,stop
O-548636AD,vehicle,120.0,"[{'label': '1478', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3}, {'label': '1479', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 6}, {'label': '1488', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 12}, {'label': '1489', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 6}, {'label': '1515', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5}, {'label': '1514', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 9}]",STOPPED_AT,50.0,0.0,1478,42.37376,-71.07041,,REVENUE,,2025-10-28T12:44:58-04:00,/vehicles/O-548636AD,Orange,route,,70525435,trip,70028,stop
y2008,vehicle,292.0,[],IN_TRANSIT_TO,46.0,0.0,2008,42.416275,-71.206562,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y2008,78,route,,71695563,trip,2494,stop
y1764,vehicle,190.0,[],IN_TRANSIT_TO,10.0,0.0,1764,42.325142,-71.075218,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y1764,45,route,,71466616,trip,1577,stop
y1600,vehicle,315.0,[],STOPPED_AT,53.0,1.0,1600,42.354181,-71.186075,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1600,52,route,,72094742,trip,8516,stop
y2053,vehicle,303.0,[],IN_TRANSIT_TO,9.0,0.0,2053,42.38503,-71.136815,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y2053,74,route,,71695565,trip,2179,stop
y3268,vehicle,96.0,[],STOPPED_AT,17.0,1.0,3268,42.368353,-71.241721,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y3268,553,route,,71374044,trip,78451,stop
y1251,vehicle,315.0,[],IN_TRANSIT_TO,2.0,0.0,1251,42.35011,-71.07256,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:47-04:00,/vehicles/y1251,39,route,,72039659,trip,173,stop
y1820,vehicle,0.0,[],STOPPED_AT,1.0,1.0,1820,42.28398,-71.06371,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:42-04:00,/vehicles/y1820,23,route,,71465391,trip,334,stop
y1637,vehicle,336.0,[],IN_TRANSIT_TO,9.0,1.0,1637,42.258112,-71.139632,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y1637,33,route,,72095306,trip,6522,stop
y0808,vehicle,328.0,[],STOPPED_AT,43.0,0.0,0808,42.256879,-71.007703,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y0808,211,route,,71988151,trip,3199,stop
G-10088,vehicle,145.0,"[{'label': '3659', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3886', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,9.0,0.0,3659-3886,42.37604,-71.08343,,REVENUE,13.7,2025-10-28T12:45:01-04:00,/vehicles/G-10088,Green-E,route,,ADDED-1583224102,trip,70502,stop
y0904,vehicle,315.0,[],STOPPED_AT,1.0,1.0,0904,42.2520008,-71.0052243,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y0904,215,route,,71988001,trip,32003,stop
G-10134,vehicle,45.0,"[{'label': '3673', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3871', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,250.0,1.0,3673-3871,42.34099,-71.12585,,REVENUE,4.6,2025-10-28T12:44:35-04:00,/vehicles/G-10134,Green-C,route,,ADDED-1583224088,trip,70224,stop
ynk231,vehicle,,[],IN_TRANSIT_TO,,,231,42.332854,-71.114152,,REVENUE,,2025-10-28T12:44:50-04:00,/vehicles/ynk231,Shuttle-Generic,route,,BL-50191944,trip,,
y1825,vehicle,63.0,[],STOPPED_AT,17.0,1.0,1825,42.323991,-71.083359,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y1825,44,route,,71467447,trip,1339,stop
R-5486319E,vehicle,135.0,"[{'label': '1705', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1704', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1616', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1617', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1702', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1703', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,20.0,0.0,1705,42.3959,-71.12199,,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/R-5486319E,Red,route,,70953888,trip,70065,stop
y2039,vehicle,270.0,[],STOPPED_AT,1.0,1.0,2039,42.51969,-71.21147,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:31-04:00,/vehicles/y2039,350,route,,71694289,trip,6902,stop
y3254,vehicle,320.0,[],STOPPED_AT,20.0,0.0,3254,42.348815,-71.129751,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y3254,66,route,,71372955,trip,1376,stop
y3328,vehicle,206.0,[],STOPPED_AT,1.0,0.0,3328,42.416647,-71.003428,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y3328,120,route,,71826177,trip,5740,stop
y1848,vehicle,348.0,[],IN_TRANSIT_TO,2.0,1.0,1848,42.284645,-71.064226,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1848,22,route,,71465393,trip,367,stop
y1702,vehicle,198.0,[],STOPPED_AT,13.0,0.0,1702,42.278696,-71.136647,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1702,40,route,,72093616,trip,606,stop
y2022,vehicle,0.0,[],IN_TRANSIT_TO,3.0,0.0,2022,42.36665,-71.05845,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/y2022,111,route,,71993898,trip,5611,stop
R-548636D9,vehicle,85.0,"[{'label': '1873', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1872', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1869', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1868', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1829', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1828', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,1.0,0.0,1873,42.39618,-71.14054,,REVENUE,,2025-10-28T12:39:03-04:00,/vehicles/R-548636D9,Red,route,,70954141,trip,Alewife-02,stop
y1940,vehicle,255.0,[],STOPPED_AT,31.0,1.0,1940,42.382002,-71.081843,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y1940,109,route,,71994823,trip,2759,stop
G-10089,vehicle,45.0,"[{'label': '3834', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3645', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,1.0,1.0,3834-3645,42.32825,-71.11032,,REVENUE,2.3,2025-10-28T12:43:39-04:00,/vehicles/G-10089,Green-E,route,,ADDED-1583224131,trip,70260,stop
y3331,vehicle,180.0,[],STOPPED_AT,1.0,1.0,3331,42.55211,-70.93848,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y3331,436,route,,71826359,trip,7270,stop
y1695,vehicle,198.0,[],STOPPED_AT,16.0,0.0,1695,42.329045,-71.083924,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1695,41,route,,72094433,trip,64000,stop
R-54862851,vehicle,315.0,"[{'label': '1926', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3}, {'label': '1927', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 5}, {'label': '1919', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5}, {'label': '1918', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 6}, {'label': '1937', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 6}, {'label': '1936', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 8}]",IN_TRANSIT_TO,30.0,1.0,1926,42.25371,-71.00673,,REVENUE,,2025-10-28T12:44:26-04:00,/vehicles/R-54862851,Red,route,,ADDED-1583224075,trip,70100,stop
G-10117,vehicle,60.0,"[{'label': '3689', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3860', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,580.0,1.0,3689-3860,42.34997,-71.07748,,REVENUE,,2025-10-28T12:44:35-04:00,/vehicles/G-10117,Green-E,route,,ADDED-1583224047,trip,70156,stop
y1685,vehicle,,[],STOPPED_AT,17.0,0.0,1685,42.267065,-71.09374,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1685,31,route,,72094202,trip,1721,stop
y0834,vehicle,,[],IN_TRANSIT_TO,1.0,0.0,0834,42.249789,-70.991901,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y0834,220,route,,71988181,trip,32004,stop
y2060,vehicle,315.0,[],STOPPED_AT,1.0,1.0,2060,42.41565,-71.03277,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:53-04:00,/vehicles/y2060,111,route,,71993903,trip,5547,stop
y1258,vehicle,1.0,[],STOPPED_AT,2.0,1.0,1258,42.268659,-71.09365,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1258,28,route,,72040728,trip,1722,stop
G-10035,vehicle,325.0,"[{'label': '3677', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3870', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,670.0,1.0,3677-3870,42.37429,-71.0811,,REVENUE,5.6,2025-10-28T12:45:05-04:00,/vehicles/G-10035,Green-E,route,,ADDED-1583223955,trip,70513,stop
y1827,vehicle,225.0,[],IN_TRANSIT_TO,30.0,0.0,1827,42.30004,-71.06119,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:50-04:00,/vehicles/y1827,15,route,,71466603,trip,323,stop
y1981,vehicle,297.0,[],IN_TRANSIT_TO,2.0,0.0,1981,42.372683,-71.079661,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1981,88,route,,71694510,trip,2605,stop
y3153,vehicle,271.0,[],STOPPED_AT,48.0,0.0,3153,42.376243,-71.246199,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y3153,70,route,,71696131,trip,88337,stop
ynk346,vehicle,,[],IN_TRANSIT_TO,,,346,42.335181,-71.255074,,REVENUE,,2025-10-28T12:29:11-04:00,/vehicles/ynk346,Shuttle-Generic,route,,BL-80711658,trip,,
y1819,vehicle,317.0,[],STOPPED_AT,20.0,0.0,1819,42.315404,-71.097984,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1819,44,route,,71466612,trip,1188,stop
y2015,vehicle,,[],STOPPED_AT,1.0,0.0,2015,42.382334,-71.08032,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y2015,77,route,,71694935,trip,76121,stop
y1276,vehicle,332.0,[],STOPPED_AT,4.0,0.0,1276,42.346312,-71.064697,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1276,749,route,,72040247,trip,49003,stop
y1620,vehicle,220.0,[],IN_TRANSIT_TO,30.0,1.0,1620,42.291512,-71.122593,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:12-04:00,/vehicles/y1620,37,route,,72093469,trip,639,stop
y1618,vehicle,329.0,[],IN_TRANSIT_TO,9.0,1.0,1618,42.25789,-71.123613,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:12-04:00,/vehicles/y1618,32,route,,72094961,trip,6466,stop
G-10025,vehicle,60.0,"[{'label': '3716', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3804', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,570.0,1.0,3716-3804,42.34977,-71.07825,,REVENUE,,2025-10-28T12:45:03-04:00,/vehicles/G-10025,Green-B,route,,ADDED-1583223976,trip,70154,stop
y2091,vehicle,286.0,[],IN_TRANSIT_TO,15.0,0.0,2091,42.372693,-71.116746,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:02-04:00,/vehicles/y2091,68,route,,71694108,trip,110,stop
1711,vehicle,,[],STOPPED_AT,50.0,0.0,1711,42.54701614379883,-70.88552856445312,,REVENUE,1.8,2025-10-28T12:44:16-04:00,/vehicles/1711,CR-Newburyport,route,,Base-774597-39,trip,ER-0183-01,stop
ynk259,vehicle,,[],IN_TRANSIT_TO,,,259,42.327578,-71.25326,,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/ynk259,Shuttle-Generic,route,,BL-45198586,trip,,
